Trial_ID,Scenario,Lane_Type,Peak_Speed_Variance,Amplification_Factor,Settling_Time_sec
15,6,LAR_1,8.4521,1.5109,22.4000
15,6,LAR_2,6.9908,1.5109,19.3500
15,6,LAR_3,6.3117,1.5109,17.8667
15,6,LAR_4,6.0854,1.5109,17.1667
15,6,LAR_5,6.0391,1.5109,16.9333
16,6,Human,6.5670,2.9190,60.0167
16,6,LAR_1,7.1175,1.4595,19.3500
16,6,LAR_2,5.8374,1.4595,16.8000
16,6,LAR_3,5.2514,1.4595,15.5667
16,6,LAR_4,5.0540,1.4595,14.9833
16,6,LAR_5,5.0101,1.4595,14.7833
17,6,Human,7.1242,2.6742,60.0167
17,6,LAR_1,6.7265,1.3371,18.7167
17,6,LAR_2,5.5067,1.3371,16.3500
17,6,LAR_3,4.9383,1.3371,15.2000
17,6,LAR_4,4.7410,1.3371,14.6500
17,6,LAR_5,4.6946,1.3371,14.6833
18,6,Human,7.2111,2.5090,60.0167
18,6,LAR_1,6.9999,1.2545,19.5167
18,6,LAR_2,5.7099,1.2545,17.1500
18,6,LAR_3,5.0711,1.2545,15.9833
18,6,LAR_4,4.8533,1.2545,15.4333
18,6,LAR_5,4.8019,1.2545,15.4167
19,6,Human,7.0602,2.4082,60.0167
19,6,LAR_1,6.3467,1.2041,18.1167
19,6,LAR_2,5.1156,1.2041,16.0167
19,6,LAR_3,4.5405,1.2041,14.9833
19,6,LAR_4,4.3477,1.2041,14.5500
19,6,LAR_5,4.3004,1.2041,15.1333
20,6,Human,8.1643,1.5432,60.0167
20,6,LAR_1,8.6613,1.5416,22.3000
20,6,LAR_2,7.1728,1.5416,19.1833
20,6,LAR_3,6.4802,1.5416,17.6500
20,6,LAR_4,6.2501,1.5416,16.9500
20,6,LAR_5,6.2038,1.5416,16.7000
21,6,Human,7.2879,2.7886,60.0167
21,6,LAR_1,7.0084,1.3943,19.9167
21,6,LAR_2,5.7023,1.3943,17.2833
21,6,LAR_3,5.1237,1.3943,16.0167
21,6,LAR_4,4.9433,1.3943,15.4500
21,6,LAR_5,4.9079,1.3943,15.2667
22,6,Human,7.9820,3.3665,60.0167
22,6,LAR_1,8.3729,1.5184,22.1333
22,6,LAR_2,6.9094,1.5184,19.0833
22,6,LAR_3,6.2391,1.5184,17.6000
22,6,LAR_4,6.0223,1.5184,16.9167
22,6,LAR_5,5.9799,1.5184,16.6667
23,6,Human,7.7290,3.7012,60.0167
23,6,LAR_1,7.8660,1.5323,20.5333
23,6,LAR_2,6.4705,1.5323,17.6667
23,6,LAR_3,5.8360,1.5323,16.2667
23,6,LAR_4,5.6302,1.5323,15.6333
23,6,LAR_5,5.5881,1.5323,15.4000
24,6,Human,7.4696,3.2537,60.0167
24,6,LAR_1,7.3517,1.5131,20.1333
24,6,LAR_2,5.9903,1.5131,17.3500
24,6,LAR_3,5.3793,1.5131,16.0000
24,6,LAR_4,5.1904,1.5131,15.4167
24,6,LAR_5,5.1539,1.5131,15.2000
25,6,Human,7.8627,3.9342,60.0167
25,6,LAR_1,8.0311,1.5407,20.9667
25,6,LAR_2,6.5976,1.5407,18.0000
25,6,LAR_3,5.9502,1.5407,16.5667
25,6,LAR_4,5.7461,1.5407,15.9000
25,6,LAR_5,5.7070,1.5407,15.6833
26,6,Human,7.2414,2.4611,60.0167
26,6,LAR_1,7.1329,1.2305,20.2167
26,6,LAR_2,5.8396,1.2305,17.7667
26,6,LAR_3,5.1980,1.2305,16.5667
26,6,LAR_4,4.9733,1.2305,16.0167
26,6,LAR_5,4.9209,1.2305,15.8500
27,6,Human,7.1392,3.4094,60.0167
27,6,LAR_1,7.3160,1.5203,19.8333
27,6,LAR_2,5.9616,1.5203,17.0667
27,6,LAR_3,5.3552,1.5203,15.7333
27,6,LAR_4,5.1675,1.5203,15.1500
27,6,LAR_5,5.1312,1.5203,14.9500
28,6,Human,5.9403,2.4274,60.0167
28,6,LAR_1,5.9007,1.2137,17.7167
28,6,LAR_2,4.7995,1.2137,15.6167
28,6,LAR_3,4.3125,1.2137,14.6167
28,6,LAR_4,4.1444,1.2137,14.3500
28,6,LAR_5,4.1055,1.2137,14.8333
29,6,Human,7.4769,3.0002,60.0167
29,6,LAR_1,7.5181,1.5000,20.3833
29,6,LAR_2,6.1703,1.5000,17.6500
29,6,LAR_3,5.5610,1.5000,16.3167
29,6,LAR_4,5.3629,1.5000,15.7167
29,6,LAR_5,5.3215,1.5000,15.5000
30,6,Human,7.5655,2.6927,60.0167
30,6,LAR_1,7.8688,1.3463,21.4333
30,6,LAR_2,6.4951,1.3463,18.6833
30,6,LAR_3,5.8136,1.3463,17.3333
30,6,LAR_4,5.5672,1.3463,16.7000
30,6,LAR_5,5.5100,1.3463,16.4833
31,6,Human,7.9618,3.8419,60.0167
31,6,LAR_1,8.3027,1.5374,21.3000
31,6,LAR_2,6.8725,1.5374,18.3500
31,6,LAR_3,6.1923,1.5374,16.9000
31,6,LAR_4,5.9551,1.5374,16.2167
31,6,LAR_5,5.9028,1.5374,15.9833
32,6,Human,7.3228,3.7286,60.0167
32,6,LAR_1,7.7558,1.5333,20.3167
32,6,LAR_2,6.3664,1.5333,17.4667
32,6,LAR_3,5.7406,1.5333,16.0833
32,6,LAR_4,5.5409,1.5333,15.4500
32,6,LAR_5,5.5009,1.5333,15.2333
33,6,Human,7.0361,2.7793,60.0167
33,6,LAR_1,6.0877,1.3896,17.6667
33,6,LAR_2,4.9155,1.3896,15.3667
33,6,LAR_3,4.4087,1.3896,14.2667
33,6,LAR_4,4.2473,1.3896,13.7833
33,6,LAR_5,4.2142,1.3896,14.0833
34,6,Human,7.9184,3.5007,60.0167
34,6,LAR_1,8.1949,1.5242,21.7500
34,6,LAR_2,6.7346,1.5242,18.7167
34,6,LAR_3,6.0731,1.5242,17.2500
34,6,LAR_4,5.8659,1.5242,16.5667
34,6,LAR_5,5.8274,1.5242,16.3500
35,6,Human,8.0298,3.5988,60.0167
35,6,LAR_1,8.3823,1.5283,22.0000
35,6,LAR_2,6.9116,1.5283,18.9333
35,6,LAR_3,6.2408,1.5283,17.4333
35,6,LAR_4,6.0261,1.5283,16.7500
35,6,LAR_5,5.9851,1.5283,16.5167
36,6,Human,7.3920,3.0019,60.0167
36,6,LAR_1,7.3015,1.5001,19.9000
36,6,LAR_2,5.9763,1.5001,17.2333
36,6,LAR_3,5.3843,1.5001,15.9333
36,6,LAR_4,5.1942,1.5001,15.3333
36,6,LAR_5,5.1552,1.5001,15.1333
37,6,Human,7.3766,3.1732,60.0167
37,6,LAR_1,8.0139,1.5092,21.6167
37,6,LAR_2,6.5800,1.5092,18.6500
37,6,LAR_3,5.9330,1.5092,17.2167
37,6,LAR_4,5.7298,1.5092,16.5500
37,6,LAR_5,5.6911,1.5092,16.3333
38,6,Human,7.5327,3.6622,60.0167
38,6,LAR_1,7.4605,1.5308,19.7667
38,6,LAR_2,6.0985,1.5308,16.9833
38,6,LAR_3,5.4910,1.5308,15.6500
38,6,LAR_4,5.3008,1.5308,15.0500
38,6,LAR_5,5.2636,1.5308,14.8333
39,6,Human,7.6275,3.4688,60.0167
39,6,LAR_1,7.6509,1.5229,20.4333
39,6,LAR_2,6.2601,1.5229,17.5833
39,6,LAR_3,5.6367,1.5229,16.2000
39,6,LAR_4,5.4424,1.5229,15.5833
39,6,LAR_5,5.4051,1.5229,15.3667
40,6,Human,8.3370,1.1785,60.0167
40,6,LAR_1,8.9303,1.5409,22.8833
40,6,LAR_2,7.4207,1.5409,19.7000
40,6,LAR_3,6.7038,1.5409,18.1333
40,6,LAR_4,6.4548,1.5409,17.4000
40,6,LAR_5,6.4021,1.5409,17.1500
41,6,Human,6.3239,2.5805,60.0167
41,6,LAR_1,6.9553,1.2903,19.5500
41,6,LAR_2,5.7035,1.2903,17.1000
41,6,LAR_3,5.1095,1.2903,15.9167
41,6,LAR_4,4.9011,1.2903,15.3667
41,6,LAR_5,4.8519,1.2903,15.2333
42,6,Human,7.4735,2.6851,60.0167
42,6,LAR_1,7.6468,1.3425,21.1333
42,6,LAR_2,6.3012,1.3425,18.4167
42,6,LAR_3,5.6660,1.3425,17.0833
42,6,LAR_4,5.4460,1.3425,16.4667
42,6,LAR_5,5.3963,1.3425,16.2500
43,6,Human,7.6671,2.8415,60.0167
43,6,LAR_1,7.9707,1.4207,21.6333
43,6,LAR_2,6.5801,1.4207,18.7833
43,6,LAR_3,5.9267,1.4207,17.4000
43,6,LAR_4,5.7024,1.4207,16.7500
43,6,LAR_5,5.6532,1.4207,16.5167
44,6,Human,8.0091,3.2377,60.0167
44,6,LAR_1,8.4667,1.5123,22.3833
44,6,LAR_2,7.0051,1.5123,19.3333
44,6,LAR_3,6.3243,1.5123,17.8500
44,6,LAR_4,6.0964,1.5123,17.1500
44,6,LAR_5,6.0494,1.5123,16.9167
45,6,Human,7.5628,3.3158,60.0167
45,6,LAR_1,7.5342,1.5160,20.4500
45,6,LAR_2,6.1507,1.5160,17.6167
45,6,LAR_3,5.5288,1.5160,16.2333
45,6,LAR_4,5.3366,1.5160,15.6333
45,6,LAR_5,5.2999,1.5160,15.4167
46,6,Human,6.2154,2.5887,60.0167
46,6,LAR_1,6.5891,1.2943,18.7000
46,6,LAR_2,5.3877,1.2943,16.3667
46,6,LAR_3,4.8363,1.2943,15.2333
46,6,LAR_4,4.6464,1.2943,14.7000
46,6,LAR_5,4.6023,1.2943,14.8500
47,6,Human,6.7396,2.4418,60.0167
47,6,LAR_1,7.0993,1.2209,20.0667
47,6,LAR_2,5.7927,1.2209,17.6667
47,6,LAR_3,5.1432,1.2209,16.4833
47,6,LAR_4,4.9225,1.2209,15.9333
47,6,LAR_5,4.8705,1.2209,15.8333
48,6,Human,7.0342,2.6326,60.0167
48,6,LAR_1,7.3379,1.3163,20.6000
48,6,LAR_2,6.0285,1.3163,17.9667
48,6,LAR_3,5.4246,1.3163,16.7000
48,6,LAR_4,5.2207,1.3163,16.1000
48,6,LAR_5,5.1754,1.3163,15.9000
49,6,Human,7.7513,3.4768,60.0167
49,6,LAR_1,8.4832,1.5232,22.3167
49,6,LAR_2,7.0051,1.5232,19.2167
49,6,LAR_3,6.3272,1.5232,17.7167
49,6,LAR_4,6.1080,1.5232,17.0167
49,6,LAR_5,6.0657,1.5232,16.7833
50,6,Human,7.7706,2.8389,60.0167
50,6,LAR_1,8.2158,1.4194,22.0500
50,6,LAR_2,6.8010,1.4194,19.1667
50,6,LAR_3,6.1072,1.4194,17.7500
50,6,LAR_4,5.8563,1.4194,17.0833
50,6,LAR_5,5.7986,1.4194,16.8500
51,6,Human,7.1948,2.8792,60.0167
51,6,LAR_1,6.8189,1.4396,19.0000
51,6,LAR_2,5.5541,1.4396,16.4667
51,6,LAR_3,4.9985,1.4396,15.2667
51,6,LAR_4,4.8215,1.4396,14.7167
51,6,LAR_5,4.7855,1.4396,14.5500
52,6,Human,6.9992,2.4456,60.0167
52,6,LAR_1,6.3436,1.2228,18.6333
52,6,LAR_2,5.1786,1.2228,16.4000
52,6,LAR_3,4.6435,1.2228,15.3167
52,6,LAR_4,4.4575,1.2228,14.8333
52,6,LAR_5,4.4135,1.2228,15.2500
53,6,Human,6.8876,2.7307,60.0167
53,6,LAR_1,7.5443,1.3653,20.9833
53,6,LAR_2,6.1981,1.3653,18.2500
53,6,LAR_3,5.5851,1.3653,16.9167
53,6,LAR_4,5.3834,1.3653,16.3000
53,6,LAR_5,5.3405,1.3653,16.1000
54,6,Human,7.2991,2.9165,60.0167
54,6,LAR_1,7.1508,1.4582,19.5333
54,6,LAR_2,5.8586,1.4582,16.9500
54,6,LAR_3,5.2754,1.4582,15.7000
54,6,LAR_4,5.0830,1.4582,15.1167
54,6,LAR_5,5.0415,1.4582,14.9167
55,6,Human,5.9739,2.4669,60.0167
55,6,LAR_1,6.0656,1.2334,17.8167
55,6,LAR_2,4.9418,1.2334,15.6833
55,6,LAR_3,4.4331,1.2334,14.6500
55,6,LAR_4,4.2560,1.2334,14.2500
55,6,LAR_5,4.2140,1.2334,14.8167
56,6,Human,7.6891,3.1088,60.0167
56,6,LAR_1,7.8859,1.5059,21.2833
56,6,LAR_2,6.4765,1.5059,18.3833
56,6,LAR_3,5.8408,1.5059,16.9833
56,6,LAR_4,5.6390,1.5059,16.3333
56,6,LAR_5,5.5993,1.5059,16.1167
57,6,Human,6.6459,2.6024,60.0167
57,6,LAR_1,7.0648,1.3012,19.5167
57,6,LAR_2,5.7863,1.3012,17.0833
57,6,LAR_3,5.1572,1.3012,15.9000
57,6,LAR_4,4.9349,1.3012,15.3333
57,6,LAR_5,4.8827,1.3012,15.2000
58,6,Human,5.8557,2.4726,60.0167
58,6,LAR_1,6.2454,1.2363,17.8833
58,6,LAR_2,5.0781,1.2363,15.7500
58,6,LAR_3,4.5214,1.2363,14.7167
58,6,LAR_4,4.3260,1.2363,14.2833
58,6,LAR_5,4.2785,1.2363,14.8667
59,6,Human,7.1159,2.4409,60.0167
59,6,LAR_1,6.3888,1.2204,18.9000
59,6,LAR_2,5.2142,1.2204,16.6333
59,6,LAR_3,4.6841,1.2204,15.5333
59,6,LAR_4,4.5030,1.2204,15.0333
59,6,LAR_5,4.4613,1.2204,15.3500
60,6,Human,7.6622,2.7166,60.0167
60,6,LAR_1,8.1099,1.3583,21.7667
60,6,LAR_2,6.6906,1.3583,18.9833
60,6,LAR_3,5.9606,1.3583,17.6167
60,6,LAR_4,5.7020,1.3583,16.9667
60,6,LAR_5,5.6437,1.3583,16.7333
61,6,Human,6.5130,2.6224,60.0167
61,6,LAR_1,7.5306,1.3112,20.6333
61,6,LAR_2,6.1900,1.3112,18.0333
61,6,LAR_3,5.5177,1.3112,16.7667
61,6,LAR_4,5.2789,1.3112,16.1667
61,6,LAR_5,5.2241,1.3112,15.9500
62,6,Human,7.0469,2.6339,60.0167
62,6,LAR_1,6.3871,1.3170,18.2333
62,6,LAR_2,5.2060,1.3170,15.9333
62,6,LAR_3,4.6828,1.3170,14.8167
62,6,LAR_4,4.5077,1.3170,14.3167
62,6,LAR_5,4.4689,1.3170,14.5667
63,6,Human,8.2046,1.0503,60.0167
63,6,LAR_1,8.6810,1.5414,22.1667
63,6,LAR_2,7.2055,1.5414,19.0833
63,6,LAR_3,6.4986,1.5414,17.5833
63,6,LAR_4,6.2489,1.5414,16.8667
63,6,LAR_5,6.1941,1.5414,16.6167
64,6,Human,7.3951,3.7798,60.0167
64,6,LAR_1,7.8022,1.5352,20.3000
64,6,LAR_2,6.4159,1.5352,17.4667
64,6,LAR_3,5.7858,1.5352,16.0833
64,6,LAR_4,5.5812,1.5352,15.4500
64,6,LAR_5,5.5391,1.5352,15.2333
65,6,Human,7.3190,2.4168,60.0167
65,6,LAR_1,7.3505,1.2084,20.6333
65,6,LAR_2,5.9757,1.2084,18.1667
65,6,LAR_3,5.3002,1.2084,16.9500
65,6,LAR_4,5.0752,1.2084,16.3833
65,6,LAR_5,5.0224,1.2084,16.1833
66,6,Human,6.0442,2.5060,60.0167
66,6,LAR_1,5.8476,1.2530,17.5167
66,6,LAR_2,4.7382,1.2530,15.3667
66,6,LAR_3,4.2648,1.2530,14.3667
66,6,LAR_4,4.1071,1.2530,14.0167
66,6,LAR_5,4.0728,1.2530,14.5000
67,6,Human,7.0394,2.4822,60.0167
67,6,LAR_1,6.2756,1.2411,18.6500
67,6,LAR_2,5.1048,1.2411,16.3667
67,6,LAR_3,4.5938,1.2411,15.2833
67,6,LAR_4,4.4247,1.2411,14.7667
67,6,LAR_5,4.3880,1.2411,15.0833
68,6,Human,7.3107,2.9632,60.0167
68,6,LAR_1,7.1717,1.4816,19.4333
68,6,LAR_2,5.8824,1.4816,16.8500
68,6,LAR_3,5.2937,1.4816,15.6000
68,6,LAR_4,5.0966,1.4816,15.0167
68,6,LAR_5,5.0531,1.4816,14.8333
69,6,Human,7.2414,2.4314,60.0167
69,6,LAR_1,7.2811,1.2157,20.4167
69,6,LAR_2,5.9246,1.2157,17.9833
69,6,LAR_3,5.2548,1.2157,16.7833
69,6,LAR_4,5.0313,1.2157,16.2167
69,6,LAR_5,4.9787,1.2157,16.0333
70,6,Human,7.0912,2.4586,60.0167
70,6,LAR_1,7.5303,1.2293,20.9833
70,6,LAR_2,6.1521,1.2293,18.4500
70,6,LAR_3,5.4588,1.2293,17.2000
70,6,LAR_4,5.2255,1.2293,16.6000
70,6,LAR_5,5.1714,1.2293,16.4000
