Trial_ID,Scenario,Lane_Type,Peak_Speed_Variance,Amplification_Factor,Settling_Time_sec
38,2,LAR_1,9.2300,1.1371,60.0167
38,2,LAR_2,7.5209,1.1371,60.0167
38,2,LAR_3,6.5580,1.1371,59.9667
38,2,LAR_4,6.2032,1.1371,59.9000
38,2,LAR_5,6.1181,1.1371,59.8667
39,2,Human,12.5957,2.1980,60.0167
39,2,LAR_1,9.3750,1.0990,60.0167
39,2,LAR_2,7.8458,1.0990,60.0167
39,2,LAR_3,6.8684,1.0990,60.0167
39,2,LAR_4,6.4981,1.0990,60.0167
39,2,LAR_5,6.4091,1.0990,60.0167
40,2,Human,13.1029,1.9108,60.0167
40,2,LAR_1,9.3875,1.1892,60.0167
40,2,LAR_2,8.3582,1.1892,60.0167
40,2,LAR_3,7.7446,1.1892,60.0167
40,2,LAR_4,7.4523,1.1892,60.0167
40,2,LAR_5,7.3683,1.1892,60.0167
41,2,Human,12.5770,1.8044,60.0167
41,2,LAR_1,8.2551,0.9022,60.0167
41,2,LAR_2,7.4443,0.9022,60.0167
41,2,LAR_3,6.7409,0.9022,60.0167
41,2,LAR_4,6.4070,0.9022,60.0167
41,2,LAR_5,6.3231,0.9022,60.0167
42,2,Human,13.1610,1.8550,60.0167
42,2,LAR_1,8.7057,0.9275,60.0167
42,2,LAR_2,8.0233,0.9275,60.0167
42,2,LAR_3,7.4219,0.9275,59.8833
42,2,LAR_4,7.1070,0.9275,59.8167
42,2,LAR_5,7.0216,0.9275,59.8000
43,2,Human,12.7557,1.9283,60.0167
43,2,LAR_1,8.5753,0.9641,59.1000
43,2,LAR_2,7.8491,0.9641,58.7500
43,2,LAR_3,7.2780,0.9641,58.6000
43,2,LAR_4,7.0038,0.9641,58.5333
43,2,LAR_5,6.9272,0.9641,58.5167
44,2,Human,13.3076,2.1029,60.0167
44,2,LAR_1,9.0356,1.0515,59.9167
44,2,LAR_2,8.1995,1.0515,59.7167
44,2,LAR_3,7.6151,1.0515,59.6333
44,2,LAR_4,7.3377,1.0515,59.6000
44,2,LAR_5,7.2593,1.0515,59.5833
45,2,Human,12.7787,2.1356,60.0167
45,2,LAR_1,9.4964,1.0678,60.0167
45,2,LAR_2,7.7957,1.0678,60.0167
45,2,LAR_3,6.7931,1.0678,60.0167
45,2,LAR_4,6.4215,1.0678,58.3167
45,2,LAR_5,6.3321,1.0678,58.3000
46,2,Human,11.9801,1.8084,60.0167
46,2,LAR_1,8.0104,0.9042,60.0167
46,2,LAR_2,6.9879,0.9042,59.6667
46,2,LAR_3,6.2048,0.9042,59.5167
46,2,LAR_4,5.8800,0.9042,59.4500
46,2,LAR_5,5.8021,0.9042,59.4167
47,2,Human,12.9203,1.7355,60.0167
47,2,LAR_1,8.1529,0.8677,60.0167
47,2,LAR_2,7.5508,0.8677,60.0167
47,2,LAR_3,7.0000,0.8677,60.0167
47,2,LAR_4,6.7181,0.8677,60.0167
47,2,LAR_5,6.6414,0.8677,60.0167
48,2,Human,13.3230,1.8297,60.0167
48,2,LAR_1,8.7726,0.9149,60.0167
48,2,LAR_2,7.9096,0.9149,60.0167
48,2,LAR_3,7.1612,0.9149,60.0167
48,2,LAR_4,6.7967,0.9149,60.0167
48,2,LAR_5,6.7054,0.9149,60.0167
49,2,Human,13.5919,1.3416,60.0167
49,2,LAR_1,9.4371,1.1006,59.3667
49,2,LAR_2,8.4068,1.1006,59.0333
49,2,LAR_3,7.6640,1.1006,58.8667
49,2,LAR_4,7.2944,1.1006,58.8000
49,2,LAR_5,7.1971,1.1006,58.7833
50,2,Human,13.2105,1.9271,60.0167
50,2,LAR_1,8.4041,0.9635,60.0167
50,2,LAR_2,7.8849,0.9635,60.0167
50,2,LAR_3,7.4106,0.9635,60.0167
50,2,LAR_4,7.2386,0.9635,60.0167
50,2,LAR_5,7.2040,0.9635,60.0167
51,2,Human,11.9779,1.9456,60.0167
51,2,LAR_1,8.6167,0.9728,59.6500
51,2,LAR_2,7.2540,0.9728,59.3000
51,2,LAR_3,6.3430,0.9728,59.1333
51,2,LAR_4,5.9984,0.9728,59.0667
51,2,LAR_5,5.9162,0.9728,59.0500
52,2,Human,12.0624,1.7374,60.0167
52,2,LAR_1,8.2716,0.8687,60.0167
52,2,LAR_2,6.9945,0.8687,60.0167
52,2,LAR_3,6.1074,0.8687,60.0167
52,2,LAR_4,5.7718,0.8687,60.0167
52,2,LAR_5,5.6915,0.8687,60.0167
53,2,Human,13.4639,1.8766,60.0167
53,2,LAR_1,8.9425,0.9383,60.0167
53,2,LAR_2,8.0818,0.9383,60.0167
53,2,LAR_3,7.3386,0.9383,60.0167
53,2,LAR_4,6.9695,0.9383,60.0167
53,2,LAR_5,6.8766,0.9383,60.0167
54,2,Human,12.1318,1.9625,60.0167
54,2,LAR_1,8.5360,0.9813,59.7667
54,2,LAR_2,7.5606,0.9813,59.4167
54,2,LAR_3,6.7736,0.9813,59.2500
54,2,LAR_4,6.4223,0.9813,59.1833
54,2,LAR_5,6.3364,0.9813,59.1667
55,2,Human,12.1802,1.7481,60.0167
55,2,LAR_1,8.1973,0.8741,59.8167
55,2,LAR_2,6.8579,0.8741,59.6167
55,2,LAR_3,5.9578,0.8741,59.5333
55,2,LAR_4,5.6260,0.8741,59.5167
55,2,LAR_5,5.5462,0.8741,59.5000
56,2,Human,13.1272,2.0478,60.0167
56,2,LAR_1,9.2529,1.0239,60.0167
56,2,LAR_2,8.2682,1.0239,59.9000
56,2,LAR_3,7.4591,1.0239,59.8167
56,2,LAR_4,7.0752,1.0239,59.7833
56,2,LAR_5,6.9800,1.0239,59.7833
57,2,Human,12.0953,1.8151,60.0167
57,2,LAR_1,7.7422,0.9076,59.0667
57,2,LAR_2,7.0974,0.9076,58.7333
57,2,LAR_3,6.5563,0.9076,58.5667
57,2,LAR_4,6.3043,0.9076,58.5000
57,2,LAR_5,6.2352,0.9076,58.4833
58,2,Human,11.9845,1.7510,60.0167
58,2,LAR_1,7.8381,0.8755,60.0167
58,2,LAR_2,6.9667,0.8755,59.8167
58,2,LAR_3,6.2403,0.8755,59.6500
58,2,LAR_4,5.9169,0.8755,59.5833
58,2,LAR_5,5.8373,0.8755,59.5667
59,2,Human,12.6806,1.7350,60.0167
59,2,LAR_1,8.6070,0.8675,60.0167
59,2,LAR_2,7.2115,0.8675,60.0167
59,2,LAR_3,6.2643,0.8675,60.0167
59,2,LAR_4,5.9142,0.8675,60.0167
59,2,LAR_5,5.8296,0.8675,60.0167
60,2,Human,12.6834,1.8700,60.0167
60,2,LAR_1,7.8238,0.9350,60.0167
60,2,LAR_2,7.3336,0.9350,60.0167
60,2,LAR_3,6.9114,0.9350,60.0167
60,2,LAR_4,6.7846,0.9350,60.0167
60,2,LAR_5,6.7724,0.9350,60.0167
61,2,Human,12.6591,1.8248,60.0167
61,2,LAR_1,7.8166,0.9124,60.0167
61,2,LAR_2,7.2256,0.9124,60.0167
61,2,LAR_3,6.7483,0.9124,59.9667
61,2,LAR_4,6.5494,0.9124,59.9000
61,2,LAR_5,6.4980,0.9124,59.8833
62,2,Human,11.7909,1.8304,60.0167
62,2,LAR_1,8.2392,0.9152,60.0167
62,2,LAR_2,6.9748,0.9152,59.8167
62,2,LAR_3,6.0949,0.9152,59.7500
62,2,LAR_4,5.7612,0.9152,59.7167
62,2,LAR_5,5.6815,0.9152,59.7000
63,2,Human,13.1381,1.6965,60.0167
63,2,LAR_1,9.2094,1.1922,60.0167
63,2,LAR_2,8.2305,1.1922,60.0167
63,2,LAR_3,7.6302,1.1922,60.0167
63,2,LAR_4,7.3543,1.1922,60.0167
63,2,LAR_5,7.2760,1.1922,60.0000
64,2,Human,12.3510,2.3190,60.0167
64,2,LAR_1,9.0116,1.1595,60.0167
64,2,LAR_2,7.7250,1.1595,59.9000
64,2,LAR_3,6.8326,1.1595,59.8167
64,2,LAR_4,6.4715,1.1595,59.7833
64,2,LAR_5,6.3823,1.1595,59.7667
65,2,Human,12.9307,1.7229,60.0167
65,2,LAR_1,7.9345,0.8614,59.7667
65,2,LAR_2,7.4256,0.8614,59.4167
65,2,LAR_3,6.9549,0.8614,59.2667
65,2,LAR_4,6.7439,0.8614,59.2000
65,2,LAR_5,6.6886,0.8614,59.1667
66,2,Human,12.0320,1.7677,60.0167
66,2,LAR_1,8.2258,0.8838,60.0167
66,2,LAR_2,6.4532,0.8838,59.5333
66,2,LAR_3,5.5517,0.8838,59.4500
66,2,LAR_4,5.2354,0.8838,59.4167
66,2,LAR_5,5.1599,0.8838,59.4167
67,2,Human,12.3126,1.7558,60.0167
67,2,LAR_1,8.5043,0.8779,59.4000
67,2,LAR_2,6.8864,0.8779,59.0333
67,2,LAR_3,5.9571,0.8779,58.8833
67,2,LAR_4,5.6223,0.8779,58.8167
67,2,LAR_5,5.5416,0.8779,58.8000
68,2,Human,12.1888,1.9836,60.0167
68,2,LAR_1,8.5329,0.9918,60.0167
68,2,LAR_2,7.6236,0.9918,59.7667
68,2,LAR_3,6.8851,0.9918,59.6167
68,2,LAR_4,6.5389,0.9918,59.5500
68,2,LAR_5,6.4521,0.9918,59.5333
69,2,Human,12.2953,1.7302,60.0167
69,2,LAR_1,7.7667,0.8651,60.0167
69,2,LAR_2,7.2153,0.8651,59.8333
69,2,LAR_3,6.7293,0.8651,59.7667
69,2,LAR_4,6.5114,0.8651,59.7333
69,2,LAR_5,6.4533,0.8651,59.7167
70,2,Human,12.9455,1.7440,60.0167
70,2,LAR_1,7.8436,0.8720,60.0167
70,2,LAR_2,7.3218,0.8720,59.8833
70,2,LAR_3,6.8611,0.8720,59.8167
70,2,LAR_4,6.6714,0.8720,59.7833
70,2,LAR_5,6.6242,0.8720,59.7667
