Trial_ID,Scenario,Lane_Type,Peak_Speed_Variance,Amplification_Factor,Settling_Time_sec
28,3,LAR_1,7.9293,0.4636,22.4333
28,3,LAR_2,6.6329,0.4636,20.1667
28,3,LAR_3,6.1016,0.4636,19.0000
28,3,LAR_4,5.9289,0.4636,18.5000
28,3,LAR_5,5.8870,0.4636,18.2500
29,3,Human,8.8056,1.3334,60.0167
29,3,LAR_1,8.7936,0.5000,23.7667
29,3,LAR_2,7.2862,0.5000,21.1333
29,3,LAR_3,6.6314,0.5000,19.7833
29,3,LAR_4,6.4189,0.5000,19.2000
29,3,LAR_5,6.3695,0.5000,18.9000
30,3,Human,8.2035,1.2845,60.0167
30,3,LAR_1,9.3703,0.4817,25.0667
30,3,LAR_2,7.7554,0.4817,22.2167
30,3,LAR_3,7.0398,0.4817,20.7667
30,3,LAR_4,6.8057,0.4817,20.1167
30,3,LAR_5,6.7530,0.4817,19.8167
31,3,Human,7.3098,1.4384,60.0167
31,3,LAR_1,9.4317,0.5394,24.2500
31,3,LAR_2,7.7828,0.5394,21.3500
31,3,LAR_3,7.0451,0.5394,19.8667
31,3,LAR_4,6.8025,0.5394,19.2167
31,3,LAR_5,6.7480,0.5394,18.9000
32,3,Human,8.4004,1.4262,60.0167
32,3,LAR_1,8.9504,0.5348,23.5167
32,3,LAR_2,7.4060,0.5348,20.8167
32,3,LAR_3,6.7291,0.5348,19.4333
32,3,LAR_4,6.5090,0.5348,18.8333
32,3,LAR_5,6.4582,0.5348,18.5333
33,3,Human,8.1238,1.2989,60.0167
33,3,LAR_1,7.8167,0.4871,21.9667
33,3,LAR_2,6.5367,0.4871,19.7167
33,3,LAR_3,6.0128,0.4871,18.5667
33,3,LAR_4,5.8423,0.4871,18.0833
33,3,LAR_5,5.8007,0.4871,17.8667
34,3,Human,7.1763,1.4001,60.0167
34,3,LAR_1,9.3860,0.5250,25.0500
34,3,LAR_2,7.7819,0.5250,22.2167
34,3,LAR_3,7.0741,0.5250,20.7667
34,3,LAR_4,6.8430,0.5250,20.1333
34,3,LAR_5,6.7910,0.5250,19.8167
35,3,Human,8.9901,1.4116,60.0167
35,3,LAR_1,9.3403,0.5294,24.8833
35,3,LAR_2,7.7342,0.5294,22.0667
35,3,LAR_3,7.0240,0.5294,20.6167
35,3,LAR_4,6.7920,0.5294,19.9667
35,3,LAR_5,6.7395,0.5294,19.6667
36,3,Human,8.6864,1.3336,60.0167
36,3,LAR_1,9.0123,0.5001,23.9167
36,3,LAR_2,7.4649,0.5001,21.2000
36,3,LAR_3,6.7876,0.5001,19.8167
36,3,LAR_4,6.5674,0.5001,19.2000
36,3,LAR_5,6.5167,0.5001,18.9000
37,3,Human,8.2754,1.3580,60.0167
37,3,LAR_1,9.3843,0.5093,25.1833
37,3,LAR_2,7.7834,0.5093,22.3667
37,3,LAR_3,7.0781,0.5093,20.9167
37,3,LAR_4,6.8478,0.5093,20.2833
37,3,LAR_5,6.7960,0.5093,19.9500
38,3,Human,8.0568,1.4189,60.0167
38,3,LAR_1,8.5759,0.5321,22.9333
38,3,LAR_2,7.1097,0.5321,20.3833
38,3,LAR_3,6.4778,0.5321,19.0667
38,3,LAR_4,6.2731,0.5321,18.5000
38,3,LAR_5,6.2249,0.5321,18.2167
39,3,Human,7.5478,1.3962,60.0167
39,3,LAR_1,8.9506,0.5236,23.9000
39,3,LAR_2,7.4213,0.5236,21.2167
39,3,LAR_3,6.7552,0.5236,19.8500
39,3,LAR_4,6.5389,0.5236,19.2500
39,3,LAR_5,6.4889,0.5236,18.9333
40,3,Human,7.6104,1.4485,60.0167
40,3,LAR_1,10.0979,0.5432,25.9000
40,3,LAR_2,8.3458,0.5432,22.7833
40,3,LAR_3,7.5522,0.5432,21.2000
40,3,LAR_4,7.2875,0.5432,20.4833
40,3,LAR_5,7.2297,0.5432,20.1500
41,3,Human,8.2614,1.2648,60.0167
41,3,LAR_1,8.5389,0.4743,23.4333
41,3,LAR_2,7.0881,0.4743,20.9000
41,3,LAR_3,6.4662,0.4743,19.6000
41,3,LAR_4,6.2647,0.4743,19.0333
41,3,LAR_5,6.2173,0.4743,18.7500
42,3,Human,8.8478,1.2832,60.0167
42,3,LAR_1,8.9318,0.4812,24.5833
42,3,LAR_2,7.4149,0.4812,21.9333
42,3,LAR_3,6.7573,0.4812,20.5667
42,3,LAR_4,6.5439,0.4812,19.9667
42,3,LAR_5,6.4946,0.4812,19.6667
43,3,Human,9.3688,1.3090,60.0167
43,3,LAR_1,9.8229,0.4909,25.7833
43,3,LAR_2,8.1324,0.4909,22.7833
43,3,LAR_3,7.3749,0.4909,21.2500
43,3,LAR_4,7.1248,0.4909,20.5667
43,3,LAR_5,7.0697,0.4909,20.2500
44,3,Human,8.0741,1.3668,60.0167
44,3,LAR_1,9.8971,0.5125,25.8833
44,3,LAR_2,8.1876,0.5125,22.8333
44,3,LAR_3,7.4188,0.5125,21.2833
44,3,LAR_4,7.1643,0.5125,20.6000
44,3,LAR_5,7.1083,0.5125,20.2667
45,3,Human,8.7968,1.3770,60.0167
45,3,LAR_1,8.8537,0.5164,24.0333
45,3,LAR_2,7.3573,0.5164,21.4167
45,3,LAR_3,6.7121,0.5164,20.0667
45,3,LAR_4,6.5030,0.5164,19.4833
45,3,LAR_5,6.4546,0.5164,19.1833
46,3,Human,8.3308,1.2663,60.0167
46,3,LAR_1,8.7572,0.4749,23.4000
46,3,LAR_2,7.2594,0.4749,20.8000
46,3,LAR_3,6.6104,0.4749,19.4500
46,3,LAR_4,6.4000,0.4749,18.8667
46,3,LAR_5,6.3509,0.4749,18.5667
47,3,Human,7.9502,1.2389,60.0167
47,3,LAR_1,8.3358,0.4646,23.5167
47,3,LAR_2,6.9391,0.4646,21.0833
47,3,LAR_3,6.3499,0.4646,19.8333
47,3,LAR_4,6.1590,0.4646,19.3000
47,3,LAR_5,6.1136,0.4646,19.0000
48,3,Human,8.3022,1.2741,60.0167
48,3,LAR_1,8.6920,0.4778,24.2333
48,3,LAR_2,7.2313,0.4778,21.6833
48,3,LAR_3,6.6074,0.4778,20.3667
48,3,LAR_4,6.4053,0.4778,19.7833
48,3,LAR_5,6.3581,0.4778,19.5000
49,3,Human,8.5246,1.3972,60.0167
49,3,LAR_1,9.7653,0.5240,25.6333
49,3,LAR_2,8.0829,0.5240,22.6500
49,3,LAR_3,7.3298,0.5240,21.1333
49,3,LAR_4,7.0814,0.5240,20.4500
49,3,LAR_5,7.0265,0.5240,20.1333
50,3,Human,8.6302,1.3086,60.0167
50,3,LAR_1,9.4171,0.4907,25.2333
50,3,LAR_2,7.7917,0.4907,22.3667
50,3,LAR_3,7.0698,0.4907,20.9000
50,3,LAR_4,6.8333,0.4907,20.2667
50,3,LAR_5,6.7802,0.4907,19.9500
51,3,Human,8.4337,1.3149,60.0167
51,3,LAR_1,8.4071,0.4931,22.9167
51,3,LAR_2,6.9820,0.4931,20.4333
51,3,LAR_3,6.3745,0.4931,19.1500
51,3,LAR_4,6.1776,0.4931,18.6000
51,3,LAR_5,6.1309,0.4931,18.3167
52,3,Human,8.3097,1.2397,60.0167
52,3,LAR_1,8.2942,0.4649,23.1833
52,3,LAR_2,6.9163,0.4649,20.7833
52,3,LAR_3,6.3394,0.4649,19.5500
52,3,LAR_4,6.1523,0.4649,19.0167
52,3,LAR_5,6.1078,0.4649,18.7333
53,3,Human,8.3013,1.2909,60.0167
53,3,LAR_1,8.8505,0.4841,24.5333
53,3,LAR_2,7.3581,0.4841,21.9167
53,3,LAR_3,6.7158,0.4841,20.5667
53,3,LAR_4,6.5077,0.4841,19.9833
53,3,LAR_5,6.4594,0.4841,19.6667
54,3,Human,8.7035,1.3207,60.0167
54,3,LAR_1,8.4563,0.4953,22.9500
54,3,LAR_2,7.0077,0.4953,20.4333
54,3,LAR_3,6.3850,0.4953,19.1500
54,3,LAR_4,6.1832,0.4953,18.5833
54,3,LAR_5,6.1354,0.4953,18.3000
55,3,Human,8.3593,1.2437,60.0167
55,3,LAR_1,7.4763,0.4664,21.6333
55,3,LAR_2,6.2694,0.4664,19.5000
55,3,LAR_3,5.7835,0.4664,18.4000
55,3,LAR_4,5.6246,0.4664,17.9500
55,3,LAR_5,5.5850,0.4664,18.0500
56,3,Human,8.9470,1.3491,60.0167
56,3,LAR_1,9.0074,0.5059,24.5000
56,3,LAR_2,7.4709,0.5059,21.8000
56,3,LAR_3,6.8013,0.5059,20.4167
56,3,LAR_4,6.5839,0.5059,19.8167
56,3,LAR_5,6.5338,0.5059,19.5000
57,3,Human,8.0624,1.2687,60.0167
57,3,LAR_1,8.8553,0.4758,23.5667
57,3,LAR_2,7.3240,0.4758,20.9000
57,3,LAR_3,6.6538,0.4758,19.5333
57,3,LAR_4,6.4360,0.4758,18.9333
57,3,LAR_5,6.3854,0.4758,18.6333
58,3,Human,8.3532,1.2448,60.0167
58,3,LAR_1,7.4149,0.4668,21.2167
58,3,LAR_2,6.1917,0.4668,19.0833
58,3,LAR_3,5.6930,0.4668,17.9833
58,3,LAR_4,5.5298,0.4668,17.5333
58,3,LAR_5,5.4890,0.4668,17.6167
59,3,Human,6.2750,1.2387,60.0167
59,3,LAR_1,8.0001,0.4645,23.0667
59,3,LAR_2,6.7057,0.4645,20.8000
59,3,LAR_3,6.1783,0.4645,19.6167
59,3,LAR_4,6.0067,0.4645,19.1333
59,3,LAR_5,5.9655,0.4645,18.8667
60,3,Human,8.8727,1.2885,60.0167
60,3,LAR_1,9.7812,0.4832,25.5167
60,3,LAR_2,8.0798,0.4832,22.5167
60,3,LAR_3,7.3140,0.4832,20.9833
60,3,LAR_4,7.0606,0.4832,20.3000
60,3,LAR_5,7.0045,0.4832,19.9667
61,3,Human,8.3749,1.2723,60.0167
61,3,LAR_1,9.4944,0.4771,24.9000
61,3,LAR_2,7.8500,0.4771,22.0000
61,3,LAR_3,7.1168,0.4771,20.5167
61,3,LAR_4,6.8760,0.4771,19.8667
61,3,LAR_5,6.8221,0.4771,19.5500
62,3,Human,8.0578,1.2743,60.0167
62,3,LAR_1,7.8915,0.4779,22.0667
62,3,LAR_2,6.5743,0.4779,19.7833
62,3,LAR_3,6.0268,0.4779,18.6000
62,3,LAR_4,5.8488,0.4779,18.1000
62,3,LAR_5,5.8055,0.4779,17.8333
63,3,Human,7.2455,1.4502,60.0167
63,3,LAR_1,9.4096,0.5438,24.5500
63,3,LAR_2,7.7660,0.5438,21.6500
63,3,LAR_3,7.0315,0.5438,20.1833
63,3,LAR_4,6.7901,0.5438,19.5333
63,3,LAR_5,6.7359,0.5438,19.2167
64,3,Human,6.7149,1.4318,60.0167
64,3,LAR_1,8.9461,0.5369,23.3833
64,3,LAR_2,7.3950,0.5369,20.6833
64,3,LAR_3,6.7131,0.5369,19.3000
64,3,LAR_4,6.4912,0.5369,18.6833
64,3,LAR_5,6.4400,0.5369,18.3833
65,3,Human,6.7375,1.2341,60.0167
65,3,LAR_1,9.0891,0.4628,24.6833
65,3,LAR_2,7.5357,0.4628,21.9667
65,3,LAR_3,6.8563,0.4628,20.5667
65,3,LAR_4,6.6353,0.4628,19.9500
65,3,LAR_5,6.5847,0.4628,19.6500
66,3,Human,8.3444,1.2511,60.0167
66,3,LAR_1,7.5091,0.4692,21.7667
66,3,LAR_2,6.3116,0.4692,19.6333
66,3,LAR_3,5.8329,0.4692,18.5333
66,3,LAR_4,5.6763,0.4692,18.0833
66,3,LAR_5,5.6375,0.4692,18.1833
67,3,Human,8.0388,1.2466,60.0167
67,3,LAR_1,8.1803,0.4675,23.2333
67,3,LAR_2,6.8450,0.4675,20.9000
67,3,LAR_3,6.2949,0.4675,19.6833
67,3,LAR_4,6.1164,0.4675,19.1667
67,3,LAR_5,6.0738,0.4675,18.9000
68,3,Human,8.5371,1.3278,60.0167
68,3,LAR_1,8.0744,0.4979,22.2500
68,3,LAR_2,6.6954,0.4979,19.8667
68,3,LAR_3,6.1104,0.4979,18.6500
68,3,LAR_4,5.9206,0.4979,18.1167
68,3,LAR_5,5.8748,0.4979,17.8500
69,3,Human,9.0421,1.2369,60.0167
69,3,LAR_1,9.3819,0.4638,24.9667
69,3,LAR_2,7.7693,0.4638,22.1333
69,3,LAR_3,7.0557,0.4638,20.6667
69,3,LAR_4,6.8224,0.4638,20.0333
69,3,LAR_5,6.7698,0.4638,19.7167
70,3,Human,6.9865,1.2422,60.0167
70,3,LAR_1,9.6192,0.4658,25.5000
70,3,LAR_2,7.9650,0.4658,22.5667
70,3,LAR_3,7.2280,0.4658,21.0833
70,3,LAR_4,6.9858,0.4658,20.4167
70,3,LAR_5,6.9320,0.4658,20.0833
