Trial_ID,Scenario,Lane_Type,Peak_Speed_Variance,Amplification_Factor,Settling_Time_sec
8,1,LAR_3,6.8819,0.9672,56.4000
8,1,LAR_4,6.6571,0.9672,56.4000
8,1,LAR_5,6.6057,0.9672,59.5500
9,1,Human,10.3704,1.3922,60.0167
9,1,LAR_1,9.2550,1.0588,59.5500
9,1,LAR_2,7.6548,1.0588,55.9167
9,1,LAR_3,6.9466,1.0588,55.9167
9,1,LAR_4,6.7153,1.0588,55.9167
9,1,LAR_5,6.6628,1.0588,59.0833
10,1,Human,9.7917,1.7300,60.0167
10,1,LAR_1,8.6122,0.8650,60.0167
10,1,LAR_2,7.1351,0.8650,59.3833
10,1,LAR_3,6.4968,0.8650,59.3833
10,1,LAR_4,6.2898,0.8650,60.0167
10,1,LAR_5,6.2412,0.8650,60.0167
11,1,Human,8.1421,1.2345,60.0167
11,1,LAR_1,9.8840,1.0556,56.5333
11,1,LAR_2,8.1714,1.0556,52.8167
11,1,LAR_3,7.3999,1.0556,52.8167
11,1,LAR_4,7.1443,1.0556,52.8167
11,1,LAR_5,7.0880,1.0556,56.0500
12,1,Human,10.4963,1.8872,60.0167
12,1,LAR_1,8.7816,0.9858,60.0167
12,1,LAR_2,7.2645,0.9858,58.5833
12,1,LAR_3,6.6024,0.9858,58.5833
12,1,LAR_4,6.3874,0.9858,60.0167
12,1,LAR_5,6.3373,0.9858,60.0167
13,1,Human,10.7633,1.8698,60.0167
13,1,LAR_1,8.9848,1.0447,60.0167
13,1,LAR_2,7.4253,1.0447,57.5500
13,1,LAR_3,6.7389,1.0447,57.5500
13,1,LAR_4,6.5153,1.0447,57.5500
13,1,LAR_5,6.4638,1.0447,60.0167
14,1,Human,9.2693,1.5893,60.0167
14,1,LAR_1,8.5874,1.0806,60.0167
14,1,LAR_2,7.1169,1.0806,59.7500
14,1,LAR_3,6.4768,1.0806,59.7500
14,1,LAR_4,6.2695,1.0806,59.7500
14,1,LAR_5,6.2208,1.0806,60.0167
15,1,Human,10.2939,1.2093,60.0167
15,1,LAR_1,10.0144,1.0453,55.8833
15,1,LAR_2,8.2860,1.0453,52.1500
15,1,LAR_3,7.5070,1.0453,52.1500
15,1,LAR_4,7.2482,1.0453,52.1500
15,1,LAR_5,7.1916,1.0453,52.1500
16,1,Human,9.2283,1.9637,60.0167
16,1,LAR_1,8.4590,0.9818,60.0167
16,1,LAR_2,6.9877,0.9818,60.0167
16,1,LAR_3,6.3491,0.9818,58.4833
16,1,LAR_4,6.1418,0.9818,58.4833
16,1,LAR_5,6.0928,0.9818,60.0167
17,1,Human,9.7702,1.8498,60.0167
17,1,LAR_1,8.3085,0.9249,60.0167
17,1,LAR_2,6.8806,0.9249,60.0167
17,1,LAR_3,6.2680,0.9249,59.3667
17,1,LAR_4,6.0695,0.9249,59.3667
17,1,LAR_5,6.0221,0.9249,60.0167
18,1,Human,11.2632,1.7692,60.0167
18,1,LAR_1,8.7405,0.8846,60.0167
18,1,LAR_2,7.2388,0.8846,58.7500
18,1,LAR_3,6.5863,0.8846,58.7500
18,1,LAR_4,6.3747,0.8846,60.0167
18,1,LAR_5,6.3253,0.8846,60.0167
19,1,Human,10.5001,1.7185,60.0167
19,1,LAR_1,7.9219,0.8592,60.0167
19,1,LAR_2,6.5687,0.8592,19.6500
19,1,LAR_3,5.9969,0.8592,18.4500
19,1,LAR_4,5.8113,0.8592,17.9333
19,1,LAR_5,5.7660,0.8592,17.6667
20,1,Human,11.2379,1.5618,60.0167
20,1,LAR_1,9.9965,1.1930,56.0667
20,1,LAR_2,8.2653,1.1930,52.3333
20,1,LAR_3,7.4839,1.1930,52.3333
20,1,LAR_4,7.2243,1.1930,52.3333
20,1,LAR_5,7.1674,1.1930,52.3333
21,1,Human,9.2131,1.6204,60.0167
21,1,LAR_1,8.8450,0.9519,60.0167
21,1,LAR_2,7.3500,0.9519,57.9333
21,1,LAR_3,6.7057,0.9519,57.9333
21,1,LAR_4,6.4969,0.9519,59.5667
21,1,LAR_5,6.4484,0.9519,60.0167
22,1,Human,11.1799,1.5500,60.0167
22,1,LAR_1,9.7859,1.0783,56.9667
22,1,LAR_2,8.0909,1.0783,53.2500
22,1,LAR_3,7.3296,1.0783,53.2500
22,1,LAR_4,7.0780,1.0783,53.2500
22,1,LAR_5,7.0224,1.0783,56.4833
23,1,Human,10.5271,1.8812,60.0167
23,1,LAR_1,9.2731,1.1446,59.6167
23,1,LAR_2,7.6682,1.1446,55.9667
23,1,LAR_3,6.9560,1.1446,55.9667
23,1,LAR_4,6.7231,1.1446,55.9667
23,1,LAR_5,6.6704,1.1446,59.1500
24,1,Human,11.3640,1.8045,60.0167
24,1,LAR_1,8.9039,1.0548,60.0167
24,1,LAR_2,7.3819,1.0548,57.7833
24,1,LAR_3,6.7166,1.0548,57.7833
24,1,LAR_4,6.5007,1.0548,57.7833
24,1,LAR_5,6.4508,1.0548,60.0167
25,1,Human,11.7775,1.8261,60.0167
25,1,LAR_1,9.3577,1.1881,59.1500
25,1,LAR_2,7.7439,1.1881,55.5167
25,1,LAR_3,7.0233,1.1881,55.5167
25,1,LAR_4,6.7876,1.1881,55.5167
25,1,LAR_5,6.7345,1.1881,58.6833
26,1,Human,10.8841,1.5768,60.0167
26,1,LAR_1,9.0120,0.8726,60.0167
26,1,LAR_2,7.4794,0.8726,57.0333
26,1,LAR_3,6.8129,0.8726,57.0333
26,1,LAR_4,6.5964,0.8726,57.0333
26,1,LAR_5,6.5466,0.8726,60.0167
27,1,Human,8.7287,2.1740,60.0167
27,1,LAR_1,8.7480,1.0870,60.0167
27,1,LAR_2,7.2486,1.0870,58.7833
27,1,LAR_3,6.5929,1.0870,58.7833
27,1,LAR_4,6.3804,1.0870,60.0167
27,1,LAR_5,6.3309,1.0870,60.0167
28,1,Human,9.0393,1.7282,60.0167
28,1,LAR_1,7.8303,0.8641,22.3333
28,1,LAR_2,6.5418,0.8641,20.0833
28,1,LAR_3,6.0125,0.8641,18.9333
28,1,LAR_4,5.8403,0.8641,18.4333
28,1,LAR_5,5.7983,0.8641,18.2000
29,1,Human,11.7153,1.8139,60.0167
29,1,LAR_1,9.0298,1.0000,60.0167
29,1,LAR_2,7.4684,1.0000,57.1667
29,1,LAR_3,6.7817,1.0000,57.1667
29,1,LAR_4,6.5580,1.0000,57.1667
29,1,LAR_5,6.5067,1.0000,60.0167
30,1,Human,9.2893,1.6160,60.0167
30,1,LAR_1,9.4111,0.9293,58.7167
30,1,LAR_2,7.7816,0.9293,55.0667
30,1,LAR_3,7.0569,0.9293,55.0667
30,1,LAR_4,6.8194,0.9293,55.0667
30,1,LAR_5,6.7660,0.9293,58.2333
31,1,Human,10.7092,1.5668,60.0167
31,1,LAR_1,9.5597,1.1711,58.2167
31,1,LAR_2,7.8920,1.1711,54.5500
31,1,LAR_3,7.1441,1.1711,54.5500
31,1,LAR_4,6.8977,1.1711,54.5500
31,1,LAR_5,6.8427,1.1711,57.7667
32,1,Human,10.2828,1.1944,60.0167
32,1,LAR_1,9.1448,1.1498,60.0167
32,1,LAR_2,7.5648,1.1498,56.6667
32,1,LAR_3,6.8650,1.1498,56.6667
32,1,LAR_4,6.6368,1.1498,56.6667
32,1,LAR_5,6.5848,1.1498,59.8333
33,1,Human,9.9217,1.8994,60.0167
33,1,LAR_1,7.9219,0.9497,60.0167
33,1,LAR_2,6.6072,0.9497,60.0167
33,1,LAR_3,6.0576,0.9497,60.0167
33,1,LAR_4,5.8793,0.9497,18.1500
33,1,LAR_5,5.8360,0.9497,60.0167
34,1,Human,9.7016,1.4628,60.0167
34,1,LAR_1,9.7361,1.1054,57.1833
34,1,LAR_2,8.0617,1.1054,53.4667
34,1,LAR_3,7.3130,1.1054,53.4667
34,1,LAR_4,7.0664,1.1054,53.4667
34,1,LAR_5,7.0119,1.1054,56.6833
35,1,Human,11.2641,1.6918,60.0167
35,1,LAR_1,9.7838,1.1248,57.0000
35,1,LAR_2,8.0906,1.1248,53.2833
35,1,LAR_3,7.3305,1.1248,53.2833
35,1,LAR_4,7.0794,1.1248,53.2833
35,1,LAR_5,7.0240,1.1248,56.5167
36,1,Human,10.6731,1.7237,60.0167
36,1,LAR_1,8.9825,1.0004,60.0167
36,1,LAR_2,7.4398,1.0004,57.4000
36,1,LAR_3,6.7651,1.0004,57.4000
36,1,LAR_4,6.5457,1.0004,57.4000
36,1,LAR_5,6.4952,1.0004,60.0167
37,1,Human,9.5874,1.3003,60.0167
37,1,LAR_1,9.6413,1.0378,57.5833
37,1,LAR_2,7.9849,1.0378,53.8833
37,1,LAR_3,7.2470,1.0378,53.8833
37,1,LAR_4,7.0045,1.0378,53.8833
37,1,LAR_5,6.9507,1.0378,57.0833
38,1,Human,10.1826,1.9122,60.0167
38,1,LAR_1,8.8990,1.1371,60.0167
38,1,LAR_2,7.3740,1.1371,58.0167
38,1,LAR_3,6.7016,1.1371,58.0167
38,1,LAR_4,6.4835,1.1371,58.0167
38,1,LAR_5,6.4330,1.1371,60.0167
39,1,Human,9.2388,1.5999,60.0167
39,1,LAR_1,9.1916,1.0990,59.9333
39,1,LAR_2,7.6139,1.0990,56.3000
39,1,LAR_3,6.9167,1.0990,56.3000
39,1,LAR_4,6.6895,1.0990,56.3000
39,1,LAR_5,6.6378,1.0990,59.4667
40,1,Human,9.5253,1.7677,60.0167
40,1,LAR_1,10.2771,1.1892,54.8000
40,1,LAR_2,8.4996,1.1892,51.0500
40,1,LAR_3,7.6924,1.1892,51.0500
40,1,LAR_4,7.4222,1.1892,51.0500
40,1,LAR_5,7.3635,1.1892,51.0500
41,1,Human,8.7355,1.8044,60.0167
41,1,LAR_1,8.5731,0.9022,60.0167
41,1,LAR_2,7.1050,0.9022,59.6667
41,1,LAR_3,6.4718,0.9022,59.6667
41,1,LAR_4,6.2665,0.9022,59.6667
41,1,LAR_5,6.2182,0.9022,60.0167
42,1,Human,11.9117,1.8306,60.0167
42,1,LAR_1,9.1853,0.9275,59.8000
42,1,LAR_2,7.6032,0.9275,56.1667
42,1,LAR_3,6.9059,0.9275,56.1667
42,1,LAR_4,6.6784,0.9275,56.1667
42,1,LAR_5,6.6266,0.9275,59.3167
43,1,Human,10.2731,1.9132,60.0167
43,1,LAR_1,9.7052,0.9641,57.2667
43,1,LAR_2,8.0375,0.9641,53.5667
43,1,LAR_3,7.2933,0.9641,53.5667
43,1,LAR_4,7.0484,0.9641,53.5667
43,1,LAR_5,6.9941,0.9641,56.7667
44,1,Human,9.5973,1.6293,60.0167
44,1,LAR_1,10.0027,1.0515,55.9500
44,1,LAR_2,8.2752,1.0515,52.2167
44,1,LAR_3,7.4961,1.0515,52.2167
44,1,LAR_4,7.2374,1.0515,52.2167
44,1,LAR_5,7.1808,1.0515,52.2167
45,1,Human,11.0572,1.6999,60.0167
45,1,LAR_1,9.1816,1.0678,59.9167
45,1,LAR_2,7.6157,1.0678,56.2833
45,1,LAR_3,6.9258,1.0678,56.2833
45,1,LAR_4,6.7014,1.0678,56.2833
45,1,LAR_5,6.6503,1.0678,59.4167
46,1,Human,8.3045,1.8084,60.0167
46,1,LAR_1,8.4513,0.9042,60.0167
46,1,LAR_2,7.0164,0.9042,60.0167
46,1,LAR_3,6.4033,0.9042,58.3667
46,1,LAR_4,6.2046,0.9042,60.0167
46,1,LAR_5,6.1576,0.9042,60.0167
47,1,Human,9.2231,1.7355,60.0167
47,1,LAR_1,8.5820,0.8677,60.0167
47,1,LAR_2,7.1115,0.8677,59.5167
47,1,LAR_3,6.4769,0.8677,59.5167
47,1,LAR_4,6.2712,0.8677,59.5167
47,1,LAR_5,6.2228,0.8677,60.0167
48,1,Human,8.1495,1.8297,60.0167
48,1,LAR_1,8.9676,0.9149,60.0167
48,1,LAR_2,7.4339,0.9149,57.2833
48,1,LAR_3,6.7651,0.9149,57.2833
48,1,LAR_4,6.5479,0.9149,57.2833
48,1,LAR_5,6.4978,0.9149,60.0167
49,1,Human,8.2393,1.2479,60.0167
49,1,LAR_1,9.9939,1.1006,56.0000
49,1,LAR_2,8.2707,1.1006,52.2667
49,1,LAR_3,7.4944,1.1006,52.2667
49,1,LAR_4,7.2369,1.1006,52.2667
49,1,LAR_5,7.1805,1.1006,55.5000
50,1,Human,9.6771,1.6330,60.0167
50,1,LAR_1,9.6506,0.9635,57.5667
50,1,LAR_2,7.9735,0.9635,53.8833
50,1,LAR_3,7.2213,0.9635,53.8833
50,1,LAR_4,6.9732,0.9635,53.8833
50,1,LAR_5,6.9180,0.9635,57.1000
51,1,Human,10.5226,1.9456,60.0167
51,1,LAR_1,8.4954,0.9728,60.0167
51,1,LAR_2,7.0438,0.9728,60.0167
51,1,LAR_3,6.4202,0.9728,60.0167
51,1,LAR_4,6.2181,0.9728,60.0167
51,1,LAR_5,6.1704,0.9728,60.0167
52,1,Human,10.4777,1.7374,60.0167
52,1,LAR_1,8.2136,0.8687,60.0167
52,1,LAR_2,6.8405,0.8687,59.7167
52,1,LAR_3,6.2643,0.8687,59.7167
52,1,LAR_4,6.0774,0.8687,59.7167
52,1,LAR_5,6.0328,0.8687,60.0167
53,1,Human,9.3055,1.8766,60.0167
53,1,LAR_1,9.1631,0.9383,59.8833
53,1,LAR_2,7.5916,0.9383,56.2500
53,1,LAR_3,6.9010,0.9383,56.2500
53,1,LAR_4,6.6762,0.9383,56.2500
53,1,LAR_5,6.6249,0.9383,59.4000
54,1,Human,10.8721,1.8651,60.0167
54,1,LAR_1,8.6430,0.9813,60.0167
54,1,LAR_2,7.1487,0.9813,59.4333
54,1,LAR_3,6.4989,0.9813,59.4333
54,1,LAR_4,6.2880,0.9813,59.4333
54,1,LAR_5,6.2385,0.9813,60.0167
55,1,Human,6.9816,1.7481,60.0167
55,1,LAR_1,7.7053,0.8741,21.9167
55,1,LAR_2,6.4172,0.8741,19.6833
55,1,LAR_3,5.8839,0.8741,18.5333
55,1,LAR_4,5.7102,0.8741,18.0333
55,1,LAR_5,5.6675,0.8741,17.8333
56,1,Human,11.7057,1.8434,60.0167
56,1,LAR_1,9.3863,1.0239,58.8667
56,1,LAR_2,7.7652,1.0239,55.2000
56,1,LAR_3,7.0456,1.0239,55.2000
56,1,LAR_4,6.8099,1.0239,55.2000
56,1,LAR_5,6.7568,1.0239,58.3833
57,1,Human,9.2196,1.8151,60.0167
57,1,LAR_1,8.6648,0.9076,60.0167
57,1,LAR_2,7.1690,0.9076,59.2500
57,1,LAR_3,6.5189,0.9076,59.2500
57,1,LAR_4,6.3079,0.9076,59.2500
57,1,LAR_5,6.2584,0.9076,60.0167
58,1,Human,8.1433,1.7510,60.0167
58,1,LAR_1,7.6701,0.8755,21.5333
58,1,LAR_2,6.3645,0.8755,19.3000
58,1,LAR_3,5.8179,0.8755,18.1333
58,1,LAR_4,5.6400,0.8755,17.6500
58,1,LAR_5,5.5960,0.8755,17.4333
59,1,Human,8.7452,1.7350,60.0167
59,1,LAR_1,8.1935,0.8675,60.0167
59,1,LAR_2,6.8283,0.8675,59.7667
59,1,LAR_3,6.2570,0.8675,59.7667
59,1,LAR_4,6.0717,0.8675,59.7667
59,1,LAR_5,6.0274,0.8675,60.0167
60,1,Human,11.0000,1.5366,60.0167
60,1,LAR_1,9.6562,0.9350,57.5667
60,1,LAR_2,7.9786,0.9350,53.9000
60,1,LAR_3,7.2262,0.9350,53.9000
60,1,LAR_4,6.9781,0.9350,53.9000
60,1,LAR_5,6.9229,0.9350,57.1000
61,1,Human,9.4134,1.8248,60.0167
61,1,LAR_1,9.2384,0.9124,59.6333
61,1,LAR_2,7.6448,0.9124,55.9833
61,1,LAR_3,6.9408,0.9124,55.9833
61,1,LAR_4,6.7110,0.9124,55.9833
61,1,LAR_5,6.6588,0.9124,59.1500
62,1,Human,9.9650,1.8304,60.0167
62,1,LAR_1,8.0162,0.9152,60.0167
62,1,LAR_2,6.6569,0.9152,60.0167
62,1,LAR_3,6.0839,0.9152,60.0167
62,1,LAR_4,5.8980,0.9152,60.0167
62,1,LAR_5,5.8530,0.9152,60.0167
63,1,Human,10.6871,1.5734,60.0167
63,1,LAR_1,9.8109,1.1922,56.9833
63,1,LAR_2,8.0948,1.1922,53.3000
63,1,LAR_3,7.3195,1.1922,53.3000
63,1,LAR_4,7.0623,1.1922,53.3000
63,1,LAR_5,7.0054,1.1922,56.5333
64,1,Human,10.1976,1.3347,60.0167
64,1,LAR_1,9.1488,1.1595,60.0167
64,1,LAR_2,7.5618,1.1595,56.6833
64,1,LAR_3,6.8587,1.1595,56.6833
64,1,LAR_4,6.6292,1.1595,56.6833
64,1,LAR_5,6.5769,1.1595,59.8500
65,1,Human,9.2022,1.4505,60.0167
65,1,LAR_1,8.9852,0.8614,60.0167
65,1,LAR_2,7.4440,0.8614,57.2000
65,1,LAR_3,6.7704,0.8614,57.2000
65,1,LAR_4,6.5514,0.8614,57.2000
65,1,LAR_5,6.5010,0.8614,60.0167
66,1,Human,7.2014,1.7677,60.0167
66,1,LAR_1,7.6869,0.8838,21.9833
66,1,LAR_2,6.4215,0.8838,19.7833
66,1,LAR_3,5.9031,0.8838,18.6333
66,1,LAR_4,5.7341,0.8838,18.1667
66,1,LAR_5,5.6926,0.8838,18.0167
67,1,Human,9.5465,1.7558,60.0167
67,1,LAR_1,8.2272,0.8779,60.0167
67,1,LAR_2,6.8638,0.8779,59.5667
67,1,LAR_3,6.2952,0.8779,59.5667
67,1,LAR_4,6.1109,0.8779,59.5667
67,1,LAR_5,6.0669,0.8779,60.0167
68,1,Human,11.6089,1.9836,60.0167
68,1,LAR_1,8.4737,0.9918,60.0167
68,1,LAR_2,6.9979,0.9918,60.0167
68,1,LAR_3,6.3565,0.9918,58.4000
68,1,LAR_4,6.1483,0.9918,58.4000
68,1,LAR_5,6.0990,0.9918,60.0167
69,1,Human,10.9975,1.7302,60.0167
69,1,LAR_1,9.0815,0.8651,60.0167
69,1,LAR_2,7.5269,0.8651,56.7167
69,1,LAR_3,6.8464,0.8651,56.7167
69,1,LAR_4,6.6250,0.8651,56.7167
69,1,LAR_5,6.5743,0.8651,59.8500
70,1,Human,9.5214,1.3775,60.0167
70,1,LAR_1,9.3066,0.8720,59.1667
70,1,LAR_2,7.7107,0.8720,55.5000
70,1,LAR_3,7.0068,0.8720,55.5000
70,1,LAR_4,6.7771,0.8720,55.5000
70,1,LAR_5,6.7251,0.8720,58.6667
